V1,Control.F.6-Acarbose.F.6_logFC,Control.F.6-Acarbose.F.6_logCPM,Control.F.6-Acarbose.F.6_LR,Control.F.6-Acarbose.F.6_PValue,Control.F.6-Acarbose.F.6_FDR
Cyp4a32,1.57371347586332,7.6028436902788,12.2677609121259,0.0004608508891943,0.0113515598068726
Plcxd1,-1.7758342126912,0.163825157994745,23.4932892839543,1.25350227320192e-06,0.0001565506823391
Unc93a,1.60580895730061,-0.651148286274708,5.62876528813481,0.0176680720360384,0.123121970169185
Bhmt1b,3.41740971757934,10.8487220941518,60.8353827614501,6.20525435968985e-15,2.4799299048500498e-11
Cd300ld3,-1.54219450439508,0.086105892467405,6.38153363948178,0.0115313746308697,0.0940993133481789
Sult3a1,3.03040807405541,5.66211285490086,17.0793439691813,3.5850113242501e-05,0.001783234944475
Gm8054,-3.14723880200096,-0.783969621921847,9.99382570255661,0.0015706595588336,0.0266388337680394
Prok1,1.79683990160859,1.34255308203662,4.40323339248268,0.0358708593539568,0.18931381896083
Ctcfl,1.58476703004148,1.39907491103274,15.1678112898394,9.83660063238973e-05,0.0036654521610578
Slc6a21,1.58199890989175,-0.413849140175534,22.1267115543426,2.55233466456371e-06,0.0002534262232777
2310016G11Rik,1.68273894225853,-1.47357207943209,5.7601258166636,0.0163938978904109,0.117636779099443
Gm10327,2.19318767870101,0.158986175441052,20.2806174342891,6.68746373415114e-06,0.0005164531171697
Rps15-ps2,-2.14236612846588,-1.3854791477055,5.25784456927064,0.0218480605758615,0.140153730483837
Ccnb1ip1,4.52995381798234,-1.99583769790647,5.61408135205617,0.0178167183884051,0.123618949720939
Gspt2,1.89087046894632,0.472189594266333,7.18816912271685,0.0073385822301046,0.0711428596303538
Bhlhb9,2.05035099093587,1.19619816589511,15.9122985382486,6.63461980144368e-05,0.0027589214876529
H2-Bl,-3.0225998671067,0.711016037355571,8.52058645977601,0.0035115131113421,0.0448363007970571
Ccl27a,-1.80390854157989,1.91762381817408,3.9751492574851,0.0461763607528802,0.22120926071188
Osgin1,-2.25982892634879,7.83058955538952,17.1200843377846,3.50892732914711e-05,0.0017705280470434
Gsta5,-2.27927994330328,2.56466040548084,18.4141289945329,1.77735204084893e-05,0.0010445863869489
Gsta1,-3.02791237480841,4.40914955618558,43.8574375428009,3.53186458796812e-11,4.26171867724346e-08
Cib3,-2.65376955892145,-0.635280011407057,4.63409662324889,0.0313426410047076,0.174587062693794
Gm15441,1.71138957125066,2.60792653985441,8.45382545754018,0.0036427642076861,0.0459978109194876
Zfp872,-1.68559144036743,-1.12283791303665,4.97222043861346,0.0257575603257657,0.15609800740746
Mafb,1.51806185679299,6.10452139813129,8.7446037548164,0.0031051956832275,0.0412724899554186
Gm826,2.01829166927167,0.925425284612989,22.3060025727069,2.3247877652007e-06,0.0002382311359903
