V1,Control.M.12-Rapamycin.M.12_logFC,Control.M.12-Rapamycin.M.12_logCPM,Control.M.12-Rapamycin.M.12_LR,Control.M.12-Rapamycin.M.12_PValue,Control.M.12-Rapamycin.M.12_FDR
Abcd2,-1.62854371746418,5.46744120749405,9.48428351692394,0.0020723953152077,0.232816975074961
Myh1,-13.6640514221122,2.45487595494749,11.3849523415283,0.0007404145256587,0.122126864105854
Fabp3-ps1,-5.00859798415324,-1.12134123898788,12.5402175772909,0.0003982859220394,0.0838401906346291
Dsg3,-6.99243828297897,-3.04346311142532,6.45250570111265,0.0110795975094035,0.513880824959152
Usp13,-4.62963560403791,-2.21709986846015,4.9841404143917,0.0255806908223273,0.754488788719048
Myh4,-13.6761879643339,1.18806272645077,12.4902617460373,0.000409078873358,0.0838401906346291
Lypd3,-7.8888447711766,-2.04160672515358,6.65595910592831,0.0098824764137748,0.493155983885349
Saa2,4.02646282347043,5.02272982326838,13.510310767539,0.0002372562463249,0.0642843788771299
Lce1a1,-8.77991318266632,-2.08454500932523,6.1172086424259,0.0133872033555099,0.566158287939633
Prtn3,2.32512124385487,-0.705912324374984,4.15643926065425,0.0414765105388771,0.905797127697389
Xlr3a,-2.46799369946026,1.33413236030035,7.79573331418395,0.0052369751676603,0.384028830413843
Defb4,-7.47606392319547,-2.85146646503832,4.66276886629495,0.0308234466644115,0.802514036445085
Krt4,-8.65611091068952,3.16950864062971,10.5866369460193,0.0011390799436486,0.162583321242564
Myl3,-12.1971214679719,0.909334969368564,14.0766649287963,0.0001755077446437,0.0519567927013972
Kprp,-7.60663231952468,-2.39590993851494,4.99401624286679,0.0254351082058787,0.754460519278002
Dsc3,-6.4823880388191,-3.20170533317503,4.9538234861778,0.026033033086517,0.758040194756032
Serpinb12,-9.89810767613053,-1.05403390880698,7.60927155616152,0.005806893768773,0.40252348501308
Eno3,-2.92129919284654,2.61158880379582,24.3863528412959,7.88251205822017e-07,0.0025201967552541
Dmkn,-7.19446619652419,-0.299057637312878,8.93565512103729,0.0027965714740398,0.26143854727486
Sfmbt2,1.85276563777131,-0.858960909182589,5.09278016596096,0.0240256454841306,0.741749005309468
Obscn,-7.33003884429923,0.133535884791323,13.0456315294422,0.0003039926361746,0.0724495202446977
Krt5,-11.7405370229403,0.220936988410722,12.5052390915004,0.0004058124071897,0.0838401906346291
Orm2,1.91641630445543,4.41118238242554,9.75749050355424,0.0017859353170743,0.21534781216638
Tnnt3,-14.3224637845525,2.50443839030844,12.0639508062818,0.0005140623289968,0.0968907477316345
Cfd,-5.88767871566131,0.301613376633896,4.31565307132463,0.0377632731793571,0.87813794182249
Myl1,-11.1106187897109,-0.513776623784984,9.11568425713845,0.0025342714242163,0.245532502954681
Trim54,-8.38414261332022,-2.34011140504583,5.8250258340543,0.015799736408653,0.611459637209924
Cav3,-7.08550744831055,-3.02949194242018,5.44803638602129,0.0195903340626924,0.6653129951175
Sim2,-7.57507527093488,-2.47036233912076,4.93396112886062,0.026333887583145,0.761747527734051
Calml3,-9.94825328271609,-1.47017351861605,7.55427469674697,0.0059867889185032,0.405475960205174
Ly6m,-4.7016665612886,-2.73516383434372,4.52166263803258,0.033468291767136,0.835975175295993
Cnfn,-10.2870862664129,-1.23400144507513,7.71481377251004,0.0054769509441634,0.393453955250998
Klk8,-2.9636300292564,-1.82092235432244,7.69487261643527,0.005537791813554,0.393453955250998
Tnnt1,-2.40938422890031,0.426918506035605,16.5579983185534,4.71845504629023e-05,0.020386276316215
Fxyd6,-2.45479134581553,-0.493684857681883,5.57905340184162,0.0181765446215649,0.647149760178924
Oas1g,1.89322607409015,0.185949168807846,12.5398748231334,0.0003983589866032,0.0838401906346291
Serpinb5,-7.33234037379633,-3.03339491217916,4.80054223999173,0.0284507811428446,0.776331866494098
Nipal1,-2.47613834016868,3.19605296494157,8.95719163598912,0.0027637942430038,0.260382656379383
B3galt4,3.34602630182852,-1.02553649025139,16.1971657509762,5.70794521824024e-05,0.0240124242786286
Klk11,-6.84232462362699,-3.08353038588158,4.67034670943926,0.0306877317392047,0.801591633305434
Actc1,-6.13166057817621,0.0475653759608525,9.61975628370386,0.0019249527674925,0.222987644500985
Myoz1,-10.5367617461811,-1.06325024475404,14.1959055753264,0.0001647285631593,0.0496858643521635
Flnc,-5.75676651236095,0.219624250617141,14.3118910116831,0.0001548834138829,0.0485483579280948
Lce3f,-9.22847961333537,-2.02492752788538,6.26195053756383,0.0123358312950351,0.547779441895643
Lce1i,-7.25474434738395,-2.64440348008582,4.80762607337011,0.0283340518563195,0.776331866494098
Lce1e,-7.29409664204661,-2.84199308265196,4.70881573360369,0.0300083168747451,0.795543869916542
Lce1a2,-8.79370521158213,-2.24388157122969,5.98634351154431,0.0144170570428906,0.587956255999984
Sprr2a2,-5.85284556486456,-2.59438101283433,6.73410020477183,0.0094586931192365,0.493155983885349
Ctxn3,-7.78293913246574,-2.37292670341713,4.34317748294623,0.0371575161480787,0.874815984010584
Ampd1,-8.41995604535437,-2.71609588221331,7.0990239646616,0.0077125939528809,0.453285025480718
Gm94,-7.44144552013414,-2.89298329433129,4.72508629784481,0.0297256916213274,0.795543869916542
Myo18b,-5.0552486127621,-1.57957063872305,6.89271870934805,0.008654753954079,0.468010445498691
H2-Bl,2.4145376058001,0.711016037355571,6.13477701264861,0.0132548262679608,0.562046824189975
Serpinb3c,-9.26848591709961,-1.51019807298044,6.52319830474501,0.0106476354511236,0.503528570943592
Mup-ps12,-1.77590043563047,2.17771296577469,4.60538352088633,0.0318717235969454,0.820453097295925
Klhl40,-7.47596967799786,-3.01979905816853,4.99051476939068,0.0254866257881148,0.754460519278002
Saa1,3.27252552966233,6.41301035382491,10.4238317156215,0.001243995257504,0.169970155439824
Ces1h,-5.40852918236958,-3.04428784307546,4.02509945469288,0.0448279767046494,0.944163419763539
Krtdap,-11.594702277294,0.102130949105037,10.343326537517,0.0012994361951239,0.174561235422286
Cox7a1,-1.93475112953038,0.580939163239718,8.55246751266684,0.0034505419180142,0.30142274918785
Gm15441,-1.67098434945341,2.60792653985441,4.18992230564483,0.0406649608868061,0.897333268834835
Lce3e,-8.36586072711494,-2.59497380765007,5.43956776947697,0.0196855402658937,0.6653129951175
Aldh3b2,-6.98216756358312,-2.10809814100327,11.4027476511308,0.0007333555937614,0.122126864105854
Klhl41,-6.74522883487133,-0.894842850087704,20.6300651557605,5.57142767422861e-06,0.0052391084000128
Capns2,-6.73150983568284,-3.20036789181532,5.6326408848123,0.0176290530673945,0.641556514620238
Perm1,-6.28419246326081,-1.40904436696462,14.4519109028729,0.000143783902729,0.0469193867192193
Sprr2a1,-8.03508901302933,-2.47759834640753,8.06702740319189,0.0045078008230774,0.348124173708773
C7,-1.71503912716263,-0.912957123942024,5.06552199047374,0.0244063541093945,0.741749005309468
Ms4a6c,1.5017966848787,-0.835691008744858,4.01465785466233,0.0451063745814443,0.947530228724007
Tmem182,-8.79365867986171,-2.00578935510225,6.48701362241011,0.0108665375847847,0.507931198334411
Cyp4a30-ps,4.0982887747621,-2.03843500362374,7.24334372704536,0.0071164328303151,0.43587469435026
Mup-ps15,-2.8320630185301,0.597184704277625,7.92370812878474,0.0048791170389455,0.362779372021315
Atcayos,-6.48244884146808,-3.12285450244071,4.87545167652616,0.0272413107470273,0.767308867901462
Xist,2.14872133799745,6.85204035650476,6.18220880864526,0.0129041091558312,0.554740636963175
Gm15655,-2.25863919133778,-0.382589531062667,5.53669272193711,0.0186217431319481,0.654005809447006
4930481A15Rik,-4.35046665722218,-0.346440802479189,5.62486436299319,0.0177074360299283,0.641556514620238
Gm15491,-1.80044812879088,-0.471106544268967,6.92362213720452,0.0085064506269297,0.465799267332377
A230005M16Rik,2.02833564777312,-0.530030029086759,5.80043025194821,0.0160222534278334,0.61275536674006
Gm11773,2.73441824427853,-1.54059484244506,12.2932112389285,0.0004546088650013,0.0897207076038373
Gm12494,2.82716968594039,-0.634643314689541,6.96542331753579,0.0083099770589156,0.464487039384006
Nat8f7,1.61524981013187,1.92403992797498,4.00403009065029,0.0453916065433723,0.947591141938723
Gm15629,-1.78967358154614,-0.698471723137469,6.104315910916,0.013485213989837,0.568798498262622
1110002E22Rik,-3.98428665322735,-1.73741245679149,7.49830277266677,0.0061757166546448,0.405475960205174
Teddm3,-7.36944486181678,-2.48493988904338,5.35749628641813,0.0206333759780215,0.682143236810139
Col6a5,-1.52752116761818,-0.177330966669224,5.01025655927989,0.0251975727291759,0.754460519278002
Tnnc1,-1.89246328027048,0.0012245455671604,7.43629921059162,0.0063921200424051,0.412033995959226
Gm17115,-2.27294917194533,-0.786358959594633,15.0918098988437,0.0001024066277436,0.0409268087777544
Ly6g6c,-6.99278788988664,-2.60940080396839,5.76745993375052,0.0163256149284694,0.615521887373848
Sult2a7,1.6227859651663,4.60357437610291,6.62133701354222,0.0100764161808406,0.495635658667442
Igkv1-117,-1.70324996846932,-1.35054160458447,4.84007169540556,0.0278057389768535,0.776331866494098
Ccl21a,-3.11080303354722,-0.634773495943868,10.3706438877368,0.0012803488591941,0.173454719178624
Gm21286,-2.60221190934082,0.347104491476177,7.17220172051928,0.0074041847601316,0.445713712247703
Igha,2.55964418202661,1.02711315163275,9.4751963892992,0.0020826858885075,0.232816975074961
Lce1k,-6.67384624700364,-3.10166879884344,4.36288177200854,0.0367301210936797,0.871168717809441
Kcnj11,-4.59095329727707,-2.83360267535073,3.99728179521376,0.0455737055174927,0.947591141938723
Gm26747,-2.45158713525559,-2.09997229655113,7.11285884365859,0.0076532959303636,0.453073628647776
Gm7967,2.11112995665842,-0.809036855278926,7.51334047635087,0.0061243684383048,0.405475960205174
Gm28529,1.77324646231078,-0.340433908806163,5.53250873806261,0.0186663224845427,0.654005809447006
Gm7901,-2.39660740467235,-0.734049074720878,4.11358414558589,0.0425401189471108,0.916504503353792
Flg,-7.03887427765583,-0.446545071092196,7.62634633643882,0.0057521712990048,0.40252348501308
Lce1d,-7.96429711522232,-2.59963884497918,5.29168565912142,0.0214274696904646,0.696286962560308
Gm43611,2.32345556390886,0.488487635831035,8.68101698344688,0.0032154151204541,0.288773180424604
Gm43549,2.33919461782965,-1.15804858215559,5.53003021382777,0.0186927825529037,0.654005809447006
Gm43500,4.60188860204463,-1.40566321790175,7.95604818082455,0.0047926944295647,0.361613875315108
Gm45769,-1.51348337734356,1.73236734915003,6.24315611184807,0.0124674107102694,0.548330084251636
Usf2-ps1,-1.902227097217,3.07828288700401,12.8763596894097,0.0003327588757366,0.0770939621380525
Gm44891,4.14640567712476,-1.16635765447317,5.71405902378628,0.0168295824338554,0.62479282735002
Gm45253,-1.80926922984053,-0.60804531838233,5.06772251982073,0.0243753888332816,0.741749005309468
Gm45548,1.78520019889149,-1.6004862213161,5.82819638873094,0.0157712849304827,0.611459637209924
Gm33543,-1.53880970664937,3.54352267489906,11.4507949661339,0.0007146342046422,0.122126864105854
Gm42047,1.73720272497757,4.28845078306912,6.94134480708703,0.0084225766852952,0.465799267332377
Gm32468,5.28165173116875,-1.25367460663838,5.47397535546214,0.0193016727589964,0.660337837395954
Gm33699,2.9334131237752,-1.74663188914274,5.08209532563945,0.0241741385785526,0.741749005309468
Rpl26-ps6,1.5340848937715,-0.138641614671653,4.32746295686538,0.0375021038309351,0.87813794182249
Gm47939,2.31271618966129,-1.52252945353597,5.51088616185962,0.0188984694021002,0.655338246989096
Gm47761,2.40334985061099,-0.701664973387238,5.91520477689308,0.0150107580823087,0.596920345034295
Mylf-ps,-9.97265216070221,-1.45834048343294,7.62215911309033,0.0057655419394966,0.40252348501308
4930455J16Rik,-2.44784595728691,-2.00029474813567,6.88507490731799,0.0086918425232692,0.468010445498691
Gm32542,2.17501959672362,-0.552190227633591,4.97585168912447,0.0257035454110154,0.756716163794645
Serpina3h,2.07727627793454,0.520929332832342,5.95282337500154,0.0146937336688551,0.588363257551975
